tool_id,name,url,organisations,partners,developers,donors,typologies,keywords,descriptions,countries,spatial_scale,frequncies,users,contacts
244,Alliance for Zero Extinction (AZE),https://zeroextinction.org/the-alliance/partner-list/,"GEF, UNEP, American Bird Conservancy, Birdlife Internation, IUCN",,,,Other - initiative/organisation,,"Joint initiative of biodiversity conservation organizations from around the world to prevent extinctions by identifying and safeguarding key sites, which are the last remaining refuges of one or more Endangered or Critically Endangered species.",,Global,,,
245,THESIS,https://www.sustainabilityconsortium.org/what-we-offer/thesis/,The Sustainability Consortium (TSC),,,,Flexible analysis platform,,"Transform the consumer goods industry through multi-stakeholder collaboration, empowering members to make sustainability improvements at scale in global supply chains. Using a science-based approach, they work with corporate, civil society, and government stakeholders to identify hotspots, improvement opportunities, and key performance indicators for different types of consumer products. The system is science-based and stakeholder reviewed in order to be practical and actionable.",,Global,,,
246,Evidensia,https://www.evidensia.eco/how-to-use-evidensia/why-evidensia/,"ISEAL Alliance, Rainforest Alliance, WWF",,,,Decision-support tool,,"Access to research on the sustainability impacts of supply chain initiatives and tools, including standards and certification",,Global,,,
247,The Global Value Toolkit,https://www.global-value.eu/toolkit/,"Institute for Managing Sustainability, Vienna University of Economics & Business",,,European Union FP7,Data portal,,"The GLOBAL VALUE toolkit provides knowledge, tools and resources for companies and other societal actors wishing to tackle the Sustainable Development Goals (SDGs) together with business. in this space with the newest resources, events and innovations on how companies can better measure and manage their contribution to the achievement of the SDGs.",,Global,,,
248,True Impact,http://www.trueimpact.com/about-corporate-social-responsibility-company,,,,,Other - initiative/organisation,Finance,"True Impact is a web-based measurement and reporting tool for charitable investments. Corporations, foundations, and government agencies use True Impact to measure the social impact of their grants, volunteerism, and other philanthropic investments, to demonstrate success and identify opportunities for improvement.",,Global,,,
249,Carbon Trust,https://www.carbontrust.com/about-us/,Carbon Trust,,,,Other - initiative/organisation,Sustainable business,"The Carbon Trust is a partner of organisations around the world, helping them contribute to and benefit from a more sustainable future through carbon reduction, resource efficiency strategies and commercialising low carbon technologies.",,Global,,,
250,Global Impact Investing Network (GIIN),https://thegiin.org/about/,,,,,Other - initiative/organisation,Finance,"The Global Impact Investing Network is the global champion of impact investing, dedicated to increasing its scale and effectiveness around the world. Impact investments are investments made with the intention to generate positive, measurable social and environmental impact alongside a financial return.",,Global,,,
251,Cool Farm Alliance (CFA),https://coolfarmtool.org/coolfarmtool/,,,,,Decision-support tool,Sustainable business; Agriculture,Industry platform for sustainable agriculture metric development and use,,,,,
252,Sustainable Food Lab,https://sustainablefoodlab.org/initiatives/#!/measurement-tools-and-frameworks,,,,,Data portal,Agriculture,The Sustainable Food Lab was launched in 2004 as a non-profit organization to create a sustainable food system by helping organizations turn ideas into action.,,Global,,,
253,Global Coffee Platform,https://www.globalcoffeeplatform.org/tools/gcp-progress#about,,,,,Data portal,Sustainable business; Coffee,"GCP focuses its entire attention on enabling all its members (producers, international roasters, governments, traders, donors, and NGOs) to align and multiply their efforts and investments, collectively act on local priorities and critical issues, and scale successful sustainability initiatives across the sector.","Brazil, Indonesia, Tanzania",Global,,,
254,The National Biodiversity Network (NBN),https://nbn.org.uk/about-us/who-we-are/,,,,,Data portal,,"The National Biodiversity Network (NBN) is a collaborative partnership created to exchange biodiversity information. The NBN Trust, the charity which oversees and facilitates the development of the Network, is a membership organisation built on these partnership principles.",,,,,
255,Global Biodiversity Model (GLOBIO model),https://www.globio.info/,"PBL, UNEP GRID-Arendal and UNEP-WCMC.",,,,Flexible analysis platform,Earth observation,"The GLOBIO model calculates the impact of environmental drivers on biodiversity in the past, present and future. The various anthropogenic pressures are: infrastructure, hunting, nitrogen deposition, habitat fragmentation, land-use and climate change. Biodiversity is represented by the MSA indicator, which indicates the level of ‘intactness’ or ‘naturalness’ of species communities in ecosystems.",,Global,,,
256,ReCiPe,https://www.rivm.nl/en/life-cycle-assessment-lca/recipe,"Radboud University in Nijmegen, RIVM, NTNU Trondheim and PRé",,,,Flexible analysis platform,Sustainable business,ReCiPe was primarily developed as a Life Cycle Impact Assessment (LCIA) methodology. The essential feature of ReCiPe is that it provides a long list of characterisation factors that express the relative contribution between an inventory result and an impact category. The inventory result is multiplied with such a characterisation factor. ReCiPe makes this calculation in two steps: there are characterisation factors that convert inventory results in midpoint indicators and there are factors that convert midpoint indicators into endpoints.,,"Site, Regional level and Global.",,,
287,Co$ting Nature,http://www.policysupport.org/costingnature,"King's College London, AmbioTEK, UNEP-WCMC",,,,Flexible analysis platform,Natural capital / ecosystem services,"Co$ting Nature is a web based tool for natural capital accounting and analysing the ecosystem services provided by natural environments, identifying the beneficiaries of these services and assessing the impacts of human interventions. It is a testbed for the development and implementation of conservation strategies focused on sustaining and improving ecosystem services. It also focused on enabling the intended and unintended consequences of development actions on ecosystem service provision to be tested in silico before they are tested in vivo .",,Global,,Governments; Industry; NGOs; Science and Research,mark.mulligan@kcl.ac.uk
259,Ecopath with Ecosim (EwE),https://ecopath.org/,Ecopath International Initiative,,,,Flexible analysis platform,Ocean,"EwE is a free ecological/ecosystem modelling software suite. EwE has three main components: Ecopath – a static, mass-balanced snapshot of the system; Ecosim – a time dynamic simulation module for policy exploration; and Ecospace – a spatial and temporal dynamic module primarily designed for exploring impact and placement of protected areas.",,Global,,,
261,Projecting Responses of Ecological Diversity In Changing Terrestrial Systems (PREDICTS),https://onlinelibrary.wiley.com/doi/full/10.1002/ece3.2579,"Natural History Museum, UNEP-WCMC.",,,,Flexible analysis platform,Earth observation,"PREDICTS will model how biodiversity responds to different anthropogenic pressures as a function not only of the intensity of environmental pressure, but also of species' ecological attributes. This will enable a more in-depth understanding of biodiversity loss, and allow more accurate projections that can inform conservation policy.",,"Depends on data available: Site, Regional, National.",,,
262,Spatially Explicit Information on Production to Consumption Systems (SEI-PCS),https://www.sei.org/wp-content/uploads/2019/03/sei-2019-p2cs-summary-sei-pcs.pdf,Stockholm Environment Institute,,,,Model,,"SEI-PCS (for Spatially Explicit Information on Production to Consumption Systems) is a modelling approach developed at SEI.1 SEI-PCS allows for fine-scale subnational assessments of the origin of traded commodities and the socio-environmental impacts embedded in them, such as carbon emissions, local pollution or biodiversity loss. It recreates supply chains and attributes sustainability impacts to commodity flows and actors, using a combination of detailed production data at subnational scales, information on domestic trade flows, customs data and international trade flows between countries.",,Global,,,
264,PRINCE,http://www.prince-project.se/,"KTH, Universiteit Leiden, TNO, SEI, NTNU, Statistiska centralbyran, Chalmers",,,,Data source,Agriculture,The PRINCE project is developing a new framework for monitoring the environmental impacts linked to Swedish consumption – both inside and outside Sweden’s borders – using the latest modelling and statistical techniques. PRINCE – for Policy-Relevant Indicators for National Consumption and Environment – responds to a call from the Swedish Environmental Protection Agency (EPA) and the Swedish Agency for Marine and Water Management (SwAM) for a new monitoring framework that uses a sound and repeatable methodology includes indicators for a wide range of environmental pressures and that provides a sound basis for policy decisions.,Sweden,National,,,
265,IOTA - SEI,https://www.sei.org/projects-and-tools/tools/iota/,Stockholm Environment Institute,Defra,,,Model,,"SEI’s Input-Output Trade Analysis (IOTA) model is an environmental footprinting tool that links physical data on commodity production in different countries with a detailed financial matrix that traces inter-industry buying and selling across the world. IOTA is a hybridised multi-regional input-output (MRIO) model. “Input-output” refers to the economic data underlying the MRIO model: both the inputs required by different economic sectors and the outputs that they produce, capturing all the activities of an economy at an aggregate level",,n/a,,,
267,Supply Chain Operations Reference model (SCOR),https://www.apics.org/apics-for-business/frameworks/scor,Association for Supply Chain Management,,,,Model,Sustainable business,"The Supply Chain Operations Reference (SCOR) model links business processes, performance metrics, practices, and people skills into a unified structure. It is hierarchical in nature, interactive and interlinked.",,,,,
268,AI for Earth,https://www.microsoft.com/en-us/ai/ai-for-earth,Microsoft,OceanMind; Wild Me; SiliviaTerra; Ag-Analytics,,n/a,Data portal,Earth observation,"Cloud and AI tools to create sustainable solutions for agriculture, water, biodiversity and climate change",,Global,,Science and Research,ai4egrants@microsoft.com
34,ArcGIS Living Atlas of the World,https://livingatlas.arcgis.com/en/,ESRI;ZSL;TNC;Conservation International;WWF;UK Natural History Museum;GBIF;Yale Map of Life;CSC Biodiversity;IIASA;NatureServe;GEO BON;University of Porto;Sustainable Development Solutions Network,ZSL;TNC;Conservation International;WWF;UK Natural History Museum;GBIF;Yale Map of Life;CSC Biodiversity;IIASA;NatureServe;GEO BON;University of Porto;Sustainable Development Solutions Network,,,Data source,Earth observation,"The ArcGIS Living Atlas of the World is the foremost collection of geographic information from around the globe. It includes maps, apps, and data layers to support your work.",Global,Global,,,https://www.esri.com/en-us/contact#c=gb&t=0
275,Benefit Transfer Toolkit,https://my.usgs.gov/benefit-transfer/,USGS,n/a,,"Bureau of Land Management, the National Park Service, and the USGS Sustaining Environmental Capital Initiative. Development of the USGS Benefit",Data portal,,"This toolkit compiles economic values estimates and other information on resources not priced in conventional markets. It includes nonmarket valuation databases, statistical forecasting models, and a recreation activities map for the US.",USA,National,,Governments,Unavailable
277,Biodiversity Indicator Partnership Dashboard,https://www.bipindicators.net/,NatureServe,"UNEP, UNEP-WCMC, BIP Secretariat, and 60+ partners",,"UN Environment Programme, the European Commission and the Swiss Federal Office for the Environment",Data portal,,"The BIP Dashboard was designed to streamline national reporting to the CBD through flexible, scalable visualizations of indicators that can be visualized in graph or map form at multiple scales (from global to regional to national to sub-national) and easily downloaded for inclusion in reports. This platform is serving as the foundation for a new Post 2020 Target Tracker which will allow for continual, forward looking tracking of the Post 2020 Targets at global and national scales",,Global,Monthly,Governments; Industry; NGOs,info@bipindicators.net
286,Climate Engine,https://app.climateengine.org/climateEngine,University of Idaho; Desert Research Institute; Google Earth Engine,,,,Flexible analysis platform,Climate change / disaster risk reduction,"On-Demand Cloud Computing and Visualization of Climate and Remote Sensing Data. Analyze and interact with climate and earth observations for decision support related to drought, water use, agricultural, wildfire, and ecology.",,Global,,,Justin Huntington (PI) ustin.huntington@dri.edu
288,Coastal Resilience Decision Support Tools,https://coastalresilience.org,The Nature Conservancy,"Global Disaster Preparedness Center; Microsoft; azavea; Natural Capital Project; NOAA, CISR; spatialdev; United Nations University Institute for Environment and Human Security; esri; International Federation of Red Cross and Red Crescent Societies; the University of Southern Mississippi",,n/a,Decision-support tool,Area-based / land use planning; Climate change / disaster risk reduction,"The Coastal Resilience decision support system includes a visualization platform where ecological, social, and economic information can be viewed alongside sea level rise and storm surge scenarios in specific geographies. In addition, a modular, configurable plugin architecture allows specific geographies to have apps designed specifically for geo-processing and display.",,Global,,,coastalresilience@tnc.org
289,Collect Earth,http://www.openforis.org/tools/collect-earth.html,SERVIR (a joint NASA and USAID program) and FAO,,,,Flexible analysis platform,Earth observation,"Collect Earth Online is a high resolution satellite image viewing system for use in projects that require land cover and/or land use reference data. It uses Google Earth's interface to facilitate assessment of deforestation and other forms of land use change by synchronizing high resolution satellite imagery from Google Earth, Bing Maps and Google Earth Engine. It is available for download, or can be used as Collect Earth Online.",,Global,,Governments,n/a
290,Commodity Mapping Tool,https://www.sustainabilityconsortium.org/projects/commodity-mapping/,The Sustainability Consortium,,,,Flexible analysis platform,,TSC’s Commodity Mapping Tool is designed to help members visualize and communicate the risks present in their product supply chains.,,Global,,Industry,https://www.sustainabilityconsortium.org/contact/
321,Global Footprint Network - Finance for Change Initiative,https://www.footprintfinance.org/,Global Footprint Network,"UNEP Finance Initiative; Ceres; PRI, South Pole Group",,,Flexible analysis platform,Finance,"Trade data from our Bilateral Trade Analysis tracks resource flows, including embedded carbon and food commodities, for 57 covered sectors and 129 countries and regions.",Global,Global,,Industry; Financial institutions,https://www.footprintfinance.org/contact/
410,UNdata,https://data.un.org/,United Nations Statistics Division (UNSD),,,,Data source,,"UNdata is a web-based data service for the global user community. It brings international statistical databases within easy reach of users through a single-entry point. Users can search and download a variety of statistical resources compiled by the United Nations (UN) statistical system and other international agencies. The numerous databases or tables collectively known as ""datamarts"" contain over 60 million data points and cover a wide range of statistical themes including agriculture, crime, communication, development assistance, education, energy, environment, finance, gender, health, labour market, manufacturing, national accounts, population and migration, science and technology, tourism, transport and trade.",Global,Global; Regional; National,,,
68,Ecosystem Valuation Toolkit (EVT),https://www.eartheconomics.org/ecosystem-valuation-toolkit,Earth Economics,,,,Flexible analysis platform,Natural capital / ecosystem services,"A comprehensible, searchable database of ecosystem service values. The EVT holds thousands of values gleaned from ecosystem service value databases and peer-reviewed academic journals, and the tool is constantly updated to keep on the cutting edge of this rapidly evolving field.",,,,,
93,Global Forest Resources Assessment,http://www.fao.org/forestry/en/,FAO,,,,Data source; Other - Statistics,Forests,"FAO Forestry Division works with statistics in the following areas: Global compilations of comparable statistics; annual data on production, import / export and consumption of forest products (FAOSTAT-Forestry and FAO Yearbook of Forest Products); pulp and paper production capacities and recovered paper data surveys; and every fifth year report on forest resource statistics (Global Forest Resources Assessments); andCountry support.",,,,,
303,ENCORE,https://encore.naturalcapital.finance/en,UNEP-WCMC; Natural Capital Finance Alliance,UNEP Finance initiative; Global Canopy,,Swiss State Secretariat for Economic Affairs (SECO); MAVA Foundation,Decision-support tool; Visualisation / dashboard,Finance; Natural capital / ecosystem services; Sustainable business,"ENCORE (Exploring Natural Capital Opportunities, Risks and Exposure) enables users to visualise how the economy depends on nature and how environmental change creates risks for businesses. Starting from a business sector, ecosystem service, or natural capital asset, ENCORE can be used to start exploring natural capital risks. These risks can be explored further to understand location-specific risks with maps of natural capital assets and drivers of environmental change.",Global,Global; Regional; National,Bi-annually,Financial institutions,
334,Icebreaker One,https://icebreakerone.org/,Icebreaker One,,,,Other - initiative/organisation,,"Partisan, not-for-profit, working to deliver net-zero future in collaboration with members. We Bringing together key stakeholders across finance, water, energy, transport, agriculture and the built environment sectors, and existing Members include NGOs, industry, academia and financial institutions.
 Identifying data infrastructure needed to reduce carbon emissions and then unlock this by creating standards-based marketplaces for environmental & financial data.",,,,,
384,Resource Watch,https://resourcewatch.org/,World Resources Institute,Vizzuality; Carto,,,Library/catalogue,Earth observation,"Comprehensive portal of hundreds of data and innovative viz aiming to cater a broad range of gov staff, civil society, journalists, and the public.",Global,Global; Regional; National,,Governments; NGOs; Media; General public,
393,Soft Commodity Risk Platform (SCRIPT),https://www.script.finance/en/,Global Canopy Programme,"WWF, Ceres, CDP, SPOTT",,Gordon and Betty Moore Foundation,Decision-support tool,Sustainable business; Finance,SCRIPT (Soft Commodity Risk Platform) is a new freely-available system to help financial institutions understand and mitigate the deforestation risks associated with financing companies in soft commodity supply chains. The platform provides tools and guidance for financial institutions to establish a robust sustainable financing policy and screen their portfolios to determine the companies and issue areas that pose the greatest risk to their institution.,,,,,
221 TTI,Contour / InsideBusiness Trade,https://new.ingwb.com/en/trade-solutions/trade-finance-services,Ing,,,,Data services,Finance; blockchain,"Blockchain-based trade finance platform Contour, digitising the 400-year-old process of paper letters of credit together with other global banks and financial consultants. In 2018 and 2019 several pilots were carried out which showed that full digitisation reduces the time from initiation-to-payment by 9-11 days. As well as saving time, users will also enjoy transaction risk reduction as a result of better availability and matching capabilities of their data.",,,,,
223 TTI,Proagrica,https://img04.en25.com/Web/Proagrica/%7B74568ca7-f8e1-406e-998e-4508a53d014f%7D_4547_100percent_Whitepaper_2.pdf?elqTrackId=23c48fdc50e24c9c967d19fd43f68451&elqaid=457&elqat=2,Proagrica,,,,Decision-support tool; Data services,Agriculture; supply chain,"Integrated network, workflow solutions. Multi-sector. Working with agricultural suppliers, manufacturers and distributors globally to implement solutions to improve communication, processes and promote ease of business. By being focused solely on agriculture Proagrica has developed a supply chain connectivity network that spans every sector of the market place. Proagrica offers various solutions to connect workflows, internal systems and infrastructure specifically in the agricultural industry.",,,,,
224 TTI,Land Portal,https://landportal.org/,The Land Portal Foundation,,,,Other - initiative/organisation; Data portal; Digital reports,,"Knowledge broker, resource base, online community of users and voice within global land governance. Platform for land data, publications, news, blogs, multimedia content and much more from an international network of organizations and institutions. Aggregating diverse and highly dispersed content helps to make hidden data available to everyone.
 Linking land databases, bringing fragmented data collections together and enriching content with metadata that complies with Open Data standards and principles.",Global,,,,
225 TTI,Biodiversity Footprint Project,https://sayari.co/product-biodiversity-footprint,Sayari,,,Ademe; L'oreal; Kering; Avril,Other - initiative/organisation,Biodiversity; LCA; Life Cycle Assessment; footprint,"The “Product Biodiversity Footprint” (PBF) project is a methodology and tool to assess and improve the biodiversity footprint of products across their entire value chain.
 It aims to provide companies with quantitative and qualitative elements enabling them to design products considering their impact on biodiversity.",,,,,
226 TTI,Earth Map,https://earthmap.org/login,FAO,FAO; Google,,,Flexible analysis platform; Data portal,Remote sensing,"Multidimensional maps and statistics showing key climate and environmental trends. New tool developed by Google and the Food and Agriculture Organization (FAO) of the United Nations. Earth Map makes available multi-temporal and quasi real-time satellite imagery and geospatial data sets that drive Google Earth Engine and complements them with more planetary-scale analytical capabilities, allowing for detection, quantification and monitoring of changes and trends on the Earth's surface.
 Earth Map is an innovative and free-to-use Web-based tool to provide efficient, rapid, inexpensive and analytically cogent insights, drawn from satellites as well as FAO's considerable wealth of agriculturally relevant data, with a few clicks on a computer.",,,,,
227 TTI,Circular Economy.earth,https://circulareconomy.earth/,Chatham House,,Applied Works,MAVA,Digital reports; Visualisation / dashboard,,circulareconomy.earth has been developed by Chatham House to allow users to explore the policy and trade dynamics associated with transitioning from linear to circular economic models as well as providing analyses of the opportunities and trade-offs associated with such transitions.,,,,,
